recording_id,label,t_ms,ax,ay,az,gx,gy,gz
1,idle,340,-0.00913,-0.0348,0.96197,1.565,-1.998,-1.166
1,idle,360,0.03204,-0.03865,1.01861,0.052,0.064,-2.939
1,idle,380,0.03082,0.01874,0.97394,-0.583,0.194,1.038
1,idle,400,0.0064,-0.01448,0.99123,-1.378,0.857,1.449
1,idle,420,0.03027,-0.02725,0.97972,1.195,2.121,0.365
1,idle,440,0.02551,-0.02821,0.99,0.712,-1.179,2.249
1,idle,460,-0.01336,0.05619,0.99988,0.62,1.854,0.227
1,idle,480,0.02943,0.015,1.00566,-2.137,0.098,-3.666
1,idle,500,0.01213,-0.03091,1.02088,1.59,-0.968,-0.411
1,idle,520,0.00021,-0.06565,0.97405,-1.554,2.087,1.829
1,idle,540,0.0202,-0.04954,0.98858,2.087,1.456,-0.392
1,idle,560,0.00913,0.0113,0.99354,-0.499,0.412,-2.894
1,idle,580,0.00266,0.04239,1.00376,-1.356,-1.3,0.628
1,idle,600,-0.0074,0.03427,1.00415,-0.637,2.067,-0.52
1,idle,620,0.02574,-0.03405,0.99473,-3.872,-0.343,2.704
1,idle,640,-0.01147,-0.0119,0.99812,-1.177,1.686,-2.269
1,idle,660,0.04621,-0.00421,0.97321,0.453,-0.262,0.249
1,idle,680,0.01837,-0.03899,1.0054,-1.307,1.703,-1.593
1,idle,700,0.0104,0.04762,1.02741,1.226,-2.521,0.181
1,idle,720,0.00036,-0.02775,1.00236,-0.639,0.409,2.265
1,idle,740,0.00173,0.0221,0.97934,-0.305,-0.034,-1.344
1,idle,760,0.00622,-0.04007,1.0095,0.675,1.358,1.268
1,idle,780,0.01184,-0.04112,0.96804,0.239,1.81,-0.268
1,idle,800,0.00897,-0.02158,1.00177,0.934,1.847,0.165
1,idle,820,0.00263,0.05882,0.99663,-0.737,1.181,-1.282
1,idle,840,0.02907,-0.0218,0.98811,0.35,3.385,1.132
1,idle,860,-0.02594,-0.00475,1.02518,0.949,0.805,0.282
1,idle,880,-0.00485,0.04284,1.02502,1.728,-2.083,-1.643
1,idle,900,0.01457,0.01909,0.96287,1.048,1.278,-0.08
1,idle,920,-0.00901,0.0051,1.01292,-0.331,0.534,2.139
1,idle,940,0.01768,-0.03218,1.02188,0.028,-1.035,-0.692
1,idle,960,0.0145,0.05142,0.97076,0.652,2.345,-1.215
1,idle,980,-0.00993,0.02255,0.97764,0.853,-1.967,-2.624
2,idle,0,0.10884,-0.01401,0.99983,-1.947,-0.186,0.75
2,idle,20,0.08633,0.01552,0.97666,-0.005,0.374,0.207
2,idle,40,0.08193,-0.01766,1.04294,2.082,1.009,-1.683
2,idle,60,0.17303,-0.00674,0.9993,0.427,0.067,-1.69
2,idle,80,0.07216,-0.06812,0.9756,-1.088,-0.655,0.034
2,idle,100,0.08759,0.03172,1.01121,-1.046,-0.429,-1.16
2,idle,120,0.13249,-0.00737,0.98331,0.365,-1.766,3.562
2,idle,140,0.07817,0.06243,0.98629,-1.569,-0.827,0.501
2,idle,160,0.07627,0.0382,1.00085,-1.01,-3.275,-1.046
2,idle,180,0.06934,-0.02612,1.02701,-0.345,0.059,0.879
2,idle,200,0.07392,-0.04864,1.04414,-0.161,-0.728,0.18
2,idle,220,0.10958,0.00123,0.98404,-0.067,2.133,-3.621
2,idle,240,0.09899,0.01366,1.02101,-0.843,2.176,-2.06
2,idle,260,0.09219,0.02635,1.02181,-0.717,0.525,-1.105
2,idle,280,0.09,0.07526,0.98868,0.055,-1.34,-0.331
2,idle,300,0.07427,-0.01249,0.99436,0.873,-0.633,-1.848
2,idle,320,0.10155,-0.01125,0.99896,-2.343,0.558,-1.373
2,idle,340,0.07885,0.01632,0.99451,0.012,-2.003,-0.029
2,idle,360,0.12581,-0.03571,0.97819,-0.269,-0.265,-1.518
2,idle,380,0.09147,-0.01262,1.01784,-0.262,-0.766,-2.034
2,idle,400,0.12133,0.00454,0.98728,0.896,-0.494,-2.483
2,idle,420,0.10175,-0.04704,0.9694,-2.48,2.486,-0.04
2,idle,440,0.08966,0.01704,1.01508,-1.166,-1.118,-3.045
2,idle,460,0.13218,-0.0105,0.99208,0.596,-1.901,-0.377
2,idle,480,0.10121,-0.05388,1.01914,-1.513,0.191,3.308
2,idle,500,0.11183,-0.00719,0.99991,0.206,1.086,-3.039
2,idle,520,0.09284,-0.01636,0.98496,1.647,-1.013,-1.208
2,idle,540,0.09797,0.00856,0.98279,1.142,0.157,1.948
2,idle,560,0.04206,-0.04889,1.02903,-0.304,-0.297,1.915
2,idle,580,0.08502,-0.07549,0.98161,-1.09,1.015,-0.698
2,idle,600,0.10625,-0.04083,0.98179,-1.581,-1.051,-2.154
2,idle,620,0.07737,-0.01931,1.02369,-1.234,-0.585,1.508
2,idle,640,0.06949,-0.05655,0.99072,2.389,0.36,0.713
2,idle,660,0.04627,-0.00999,1.03225,-1.462,-0.123,2.796
2,idle,680,0.06198,0.02878,0.99477,0.63,0.804,-0.191
2,idle,700,0.13678,0.01413,1.05189,-0.493,0.481,-1.348
2,idle,720,0.09884,0.00042,0.9713,0.628,-0.932,-1.756
2,idle,740,0.11886,-0.08182,1.00046,0.336,1.438,-1.281
2,idle,760,0.11018,-0.05086,1.01962,-2.94,-0.495,1.455
2,idle,780,0.12887,0.01766,0.99097,0.031,0.615,-0.527
2,idle,800,0.06944,0.03287,1.01966,-0.521,-0.042,-0.868
2,idle,820,0.09013,0.00359,0.95877,2.014,1.413,0.295
2,idle,840,0.05201,0.05263,1.02469,1.334,-3.98,-1.142
2,idle,860,0.08527,-0.01538,1.02794,2.022,-2.123,0.621
2,idle,880,0.08102,-0.06883,1.00342,-1.091,1.36,1.376
2,idle,900,0.12892,-0.01506,1.00857,2.959,-0.402,0.746
2,idle,920,0.09921,0.03496,1.00649,0.625,-0.004,0.929
2,idle,940,0.09557,-0.05239,1.00367,-1.071,-0.415,0.83
2,idle,960,0.12913,0.01325,0.99938,-1.705,0.315,-1.772
2,idle,980,0.11632,0.05953,1.03368,0.706,1.221,-1.351
3,idle,0,-0.00568,-0.00369,0.97519,1.323,-3.283,0.201
3,idle,20,-0.00524,0.01449,1.01469,0.482,-1.268,-1.403
3,idle,40,-0.04201,0.06064,0.97387,0.587,1.895,1.362
3,idle,60,0.00488,0.00372,0.99746,-1.026,-1.031,0.324
3,idle,80,-0.02424,0.01024,1.01744,0.89,-0.739,-1.251
3,idle,100,0.01342,-0.00621,1.00435,-0.578,2.019,1.401
3,idle,120,-0.00294,-0.01496,0.98344,-0.506,1.008,0.973
3,idle,140,-0.02948,0.0081,0.99049,-3.878,-1.128,-0.824
3,idle,160,-0.0248,0.00917,1.00154,0.709,0.81,-1.186
3,idle,180,-0.01052,0.00467,1.0305,-3.359,0.862,-1.88
3,idle,200,-0.01547,0.0393,1.00755,-1.039,0.989,2.117
3,idle,220,-0.01919,-0.0324,1.01768,-1.415,-0.674,0.484
3,idle,240,-0.01593,0.02091,1.00454,1.528,-0.78,1.213
3,idle,260,-0.01874,-0.02733,1.00566,0.251,1.143,1.738
3,idle,280,-0.01992,0.00204,0.97848,0.146,-0.365,2.489
3,idle,300,0.00342,-0.00777,0.98997,-1.56,-0.228,-0.397
3,idle,320,-0.03399,-0.03269,0.99563,0.98,0.75,0.875
3,idle,340,-0.01376,0.0269,1.00881,1.31,-0.507,-1.692
3,idle,360,0.00553,-0.07417,1.0038,-0.337,3.358,0.397
3,idle,380,0.00437,-0.01262,0.99476,-1.51,0.231,0.204
3,idle,400,-0.02886,0.04387,1.02214,-2.932,2.461,1.522
3,idle,420,-0.01147,0.02904,0.98633,0.787,-0.72,1.142
3,idle,440,-0.00083,-0.01779,0.9566,-0.204,-1.414,1.962
3,idle,460,0.00284,-0.05972,1.00803,0.791,-2.028,-1.521
3,idle,480,-0.01957,0.01693,0.96651,0.093,0.102,-1.634
3,idle,500,0.01033,0.0017,0.97165,-2.113,-0.598,-0.615
3,idle,520,0.00706,-0.01073,0.99895,0.504,-1.292,-0.06
3,idle,540,-0.01912,0.03521,1.03541,1.39,1.273,-1.635
3,idle,560,-0.03486,0.00444,1.01105,-3.081,-2.598,0.849
3,idle,580,-0.02278,-0.01681,1.00417,0.435,2.557,1.945
3,idle,600,-0.03012,0.02681,1.00706,1.0,-1.492,0.615
3,idle,620,-0.02423,-0.01439,0.99579,1.505,-1.067,1.721
3,idle,640,-0.00554,-0.07141,1.02497,1.264,-0.512,2.351
3,idle,660,-0.0367,0.00109,0.98677,1.717,0.878,1.08
3,idle,680,0.01775,-0.01705,0.961,-1.989,-0.533,1.357
3,idle,700,-0.00311,-0.01838,1.0156,-2.161,-0.724,-1.685
3,idle,720,-0.02534,-0.03048,0.9918,0.719,0.813,3.552
3,idle,740,-0.02687,-0.03501,1.03413,1.349,2.072,1.528
3,idle,760,0.00856,-0.08192,0.98232,2.187,0.991,1.07
3,idle,780,0.00718,0.05925,1.00436,-0.841,-1.426,0.589
3,idle,800,-0.01916,-0.01876,0.99277,2.433,-1.759,0.585
3,idle,820,-0.02586,0.03076,1.00976,-1.236,4.092,-1.412
3,idle,840,-0.02839,-0.00793,0.9487,-0.67,1.1,-2.462
3,idle,860,-0.0028,0.02571,1.01788,-1.356,2.319,1.743
3,idle,880,-0.00286,0.01313,0.9938,3.223,0.967,1.286
3,idle,900,0.00079,-0.00957,0.99728,0.283,1.673,0.582
3,idle,920,-0.00683,0.05178,1.0455,0.611,1.155,-1.841
3,idle,940,-0.00979,-0.03183,1.01483,-2.03,1.509,1.796
3,idle,960,-0.01453,-0.04143,0.99859,2.845,-2.305,-0.73
3,idle,980,-0.02215,-0.02288,0.99802,0.445,-2.335,1.287
4,idle,0,0.02043,0.03752,1.02394,0.186,0.042,0.834
4,idle,20,-0.03781,-0.01406,0.97442,1.109,3.492,2.084
4,idle,40,0.0094,0.01082,1.02535,-0.14,-1.306,1.074
4,idle,60,-0.04993,-0.06704,1.03507,0.269,-1.368,2.018
4,idle,80,-0.03666,-0.00127,0.99702,0.392,-2.635,-0.784
4,idle,100,0.0029,0.02744,0.99049,-1.997,0.204,-0.502
4,idle,120,-0.00924,-0.04248,1.01284,0.272,3.371,0.909
4,idle,140,-0.07273,-0.0015,0.9993,2.509,0.51,1.314
4,idle,160,-0.00515,-0.05614,1.01359,1.013,1.901,-1.583
4,idle,180,0.00273,0.03522,0.97654,0.042,1.614,-0.831
4,idle,200,-0.00268,-0.07269,0.97026,-1.674,-1.267,-0.372
4,idle,220,0.0129,-0.00517,0.98315,-0.95,-0.516,-1.297
4,idle,240,0.02611,-0.00412,1.01602,-0.014,3.618,-0.456
4,idle,260,0.01252,-0.00073,1.00952,-2.147,0.796,-0.243
4,idle,280,-0.04007,-0.06834,1.03167,1.068,-0.984,1.097
4,idle,300,-0.03773,0.00673,1.0183,-0.457,0.161,-1.953
4,idle,320,-0.03267,0.01125,1.00002,0.736,-0.159,-1.757
4,idle,340,-0.03234,-0.00708,0.9986,1.628,1.23,-0.028
4,idle,360,0.00726,-0.04938,1.01321,-1.314,1.309,-0.968
4,idle,380,0.01292,0.05042,0.99218,1.256,1.721,0.744
4,idle,400,0.01743,-0.00346,1.02558,-0.942,0.485,-1.721
4,idle,420,-0.00318,-0.02686,1.00116,-0.335,-1.357,-0.479
4,idle,440,-0.00449,-0.01271,1.01474,0.665,2.39,-0.006
4,idle,460,-0.04667,0.02683,1.04793,1.796,-1.027,-1.279
4,idle,480,-0.02068,0.02116,1.0054,-2.105,1.619,3.554
4,idle,500,-0.05295,-0.0264,1.00819,0.608,0.676,1.138
4,idle,520,-0.01752,0.02626,1.03055,-1.779,-0.008,2.13
4,idle,540,-0.02269,-0.02297,0.97689,-0.37,1.749,3.118
4,idle,560,0.00374,0.04624,0.96963,-1.77,-2.581,-1.09
4,idle,580,-0.00686,0.01523,0.97429,-1.01,0.166,-1.548
4,idle,600,-0.02795,-0.00528,0.98764,3.642,-2.695,0.29
4,idle,620,-0.01954,-0.05813,1.02002,0.593,-1.008,0.1
4,idle,640,-0.02644,0.01108,0.99606,-2.964,0.785,-0.122
4,idle,660,-0.03051,0.00058,0.98457,0.247,0.009,0.677
4,idle,680,-0.01779,0.03061,1.00044,3.003,0.718,1.127
4,idle,700,-0.02816,0.01819,0.97595,0.02,-1.288,0.01
4,idle,720,0.03483,0.00754,1.01362,-0.217,-0.291,0.386
4,idle,740,-0.05422,0.01675,0.97561,0.342,0.913,-1.305
4,idle,760,0.01098,0.00467,0.98653,1.132,-0.892,-0.422
4,idle,780,-0.02025,-0.00214,1.00146,-1.21,2.26,-0.155
4,idle,800,0.02703,0.0263,1.00507,-1.311,2.333,-0.942
4,idle,820,-0.00536,0.02265,1.01042,0.229,-0.847,1.474
4,idle,840,-0.03918,0.00884,0.98703,1.824,2.395,3.908
4,idle,860,-0.014,-0.03319,1.01165,-1.63,-0.325,-1.224
4,idle,880,-0.00517,-0.00018,1.02627,-0.25,0.698,-2.308
4,idle,900,-0.01463,-0.00684,1.03421,-0.539,0.322,-1.943
4,idle,920,-0.0176,-0.05899,0.98084,-1.512,0.46,-0.713
4,idle,940,-0.015,0.04023,1.00302,0.187,-0.335,0.792
4,idle,960,-0.02037,0.00836,1.03566,-1.459,-0.048,-0.536
4,idle,980,-0.00405,-0.0071,0.9872,-1.56,-0.361,0.852
5,idle,0,0.11338,0.04284,0.99478,-2.118,-0.718,-1.929
5,idle,20,0.12898,0.01988,1.00845,3.98,-0.365,1.184
5,idle,40,0.13193,0.01184,0.9729,2.842,0.337,-1.151
5,idle,60,0.1453,0.0088,1.03665,-0.344,2.601,-0.763
5,idle,80,0.1195,0.03736,0.9877,1.333,-0.069,1.712
5,idle,100,0.13102,0.06706,0.99639,-0.769,-1.49,-1.325
5,idle,120,0.12505,0.03285,0.99575,-0.375,-2.039,1.236
5,idle,140,0.15134,-0.02921,0.95627,-1.074,-2.924,1.937
5,idle,160,0.14009,-0.04582,1.01715,-0.297,-1.993,-2.6
5,idle,180,0.14575,0.01744,0.9921,-3.474,0.796,-0.483
5,idle,200,0.13282,0.03358,1.02011,-0.027,-3.522,0.102
5,idle,220,0.168,0.02692,1.02587,0.113,3.345,2.673
5,idle,240,0.11068,0.06304,0.95279,0.135,1.0,-1.357
5,idle,260,0.12708,-0.0246,0.98509,0.295,0.956,2.256
5,idle,280,0.1302,0.00067,1.01777,2.636,2.242,-1.693
5,idle,300,0.11516,0.01611,1.00439,0.757,-0.505,1.014
5,idle,320,0.12264,0.04,1.01626,-0.362,-0.039,-0.224
5,idle,340,0.10616,-0.06906,1.01261,0.869,-1.469,0.992
5,idle,360,0.1483,-0.038,1.03295,2.246,-0.578,1.989
5,idle,380,0.1257,-0.02417,0.99961,-2.046,-1.635,0.955
5,idle,400,0.09922,0.02094,1.00297,1.109,0.091,-3.047
5,idle,420,0.14258,0.03108,1.02273,0.911,1.749,0.715
5,idle,440,0.09757,-0.03591,0.98857,1.604,0.758,0.679
5,idle,460,0.11607,-0.00332,1.00792,-1.538,-1.651,-0.138
5,idle,480,0.14447,0.0386,0.99664,-1.485,1.007,-2.269
5,idle,500,0.11827,-0.01842,1.05903,1.875,0.52,-0.227
5,idle,520,0.12828,-0.01117,1.00405,-2.538,2.141,-0.293
5,idle,540,0.06847,0.01841,1.02975,-2.387,-1.614,1.601
5,idle,560,0.11053,-0.00582,0.99277,0.769,-1.79,-0.427
5,idle,580,0.12167,-0.06371,1.01667,0.18,-0.87,-1.668
5,idle,600,0.08714,-0.03267,0.99088,0.991,2.226,-0.924
5,idle,620,0.15128,0.01564,1.00418,-3.096,1.014,0.1
5,idle,640,0.12785,0.01287,0.99817,-0.454,-0.09,-1.519
5,idle,660,0.12501,0.0503,1.02221,0.617,-0.674,2.676
5,idle,680,0.12161,-0.00762,0.99177,-1.166,-0.267,0.79
5,idle,700,0.11608,-0.0319,1.04519,1.365,2.404,-2.266
5,idle,720,0.1088,-0.01546,1.04695,-0.619,-1.249,-2.318
5,idle,740,0.11495,-0.01623,0.97608,1.761,-2.878,0.483
5,idle,760,0.11381,0.06036,1.02211,-0.984,1.876,-0.385
5,idle,780,0.13357,-0.01853,0.97268,-2.701,0.379,-0.541
5,idle,800,0.12157,-0.03599,0.98746,-1.809,0.679,-0.691
5,idle,820,0.12599,-0.02613,0.95998,0.391,-1.874,3.263
5,idle,840,0.17047,0.05073,1.05832,3.971,-1.108,0.148
5,idle,860,0.11292,0.03326,0.96726,-0.833,-1.356,1.263
5,idle,880,0.11377,0.01333,0.99089,0.012,1.677,-0.198
5,idle,900,0.14733,-0.0504,0.97795,0.993,0.151,0.829
5,idle,920,0.12048,0.05454,0.99001,0.427,-0.705,1.286
5,idle,940,0.1354,-0.00491,0.99386,-1.061,1.7,-3.521
5,idle,960,0.10902,-0.05123,1.0034,-0.877,-0.322,-1.706
5,idle,980,0.14531,0.00171,1.00489,0.142,2.064,-2.968
6,idle,0,0.05232,0.01371,1.00365,2.335,1.778,0.102
6,idle,20,0.03107,0.03651,0.98291,-1.152,-0.172,0.013
6,idle,40,0.04754,0.00196,0.99147,4.082,2.732,0.295
6,idle,60,0.03382,0.0088,1.00704,0.42,0.581,0.788
6,idle,80,0.01422,-0.02935,0.98459,0.875,-1.608,1.078
6,idle,100,0.06475,0.01753,1.0168,-1.784,1.592,-1.969
6,idle,120,0.06672,0.0161,1.00259,0.071,0.837,1.555
6,idle,140,0.01841,0.02072,1.00562,-0.523,-0.435,-0.078
6,idle,160,0.06013,0.07784,0.9939,0.071,3.053,1.54
6,idle,180,0.07123,-0.06194,1.01567,-0.564,1.937,-0.478
6,idle,200,0.05091,-0.04176,1.01054,0.415,0.17,2.841
6,idle,220,0.01779,0.0105,1.00039,-0.823,2.401,-0.174
6,idle,240,-0.00366,-0.0449,0.96474,1.103,-1.384,2.163
6,idle,260,0.06977,0.02173,1.01571,0.222,1.74,-0.081
6,idle,280,0.0211,0.03065,0.98743,-1.994,1.788,1.068
6,idle,300,0.05986,-0.07197,1.01786,1.95,-1.64,-1.835
6,idle,320,0.0466,-0.04081,0.99324,1.323,-0.099,0.794
6,idle,340,0.05883,0.02564,0.99613,0.189,-0.403,0.527
6,idle,360,0.03601,-0.02171,0.99485,1.435,2.781,1.637
6,idle,380,0.09625,-0.02384,1.00948,1.285,0.816,0.972
6,idle,400,0.04324,-0.00622,0.97976,0.821,1.011,0.531
6,idle,420,0.05106,0.03739,1.00319,0.672,-1.231,3.444
6,idle,440,0.03672,0.05461,0.99135,1.189,1.188,-2.724
6,idle,460,0.06114,-0.01968,1.01266,-0.327,-1.521,3.566
6,idle,480,0.06675,0.01625,0.97385,0.111,0.069,1.455
6,idle,500,0.05857,-0.05687,0.97534,-0.785,-2.177,-0.642
6,idle,520,0.00344,-0.01915,0.99444,-1.557,-0.592,2.227
6,idle,540,0.06543,-0.04143,0.97167,0.009,0.11,2.197
6,idle,560,0.04282,-0.07705,1.02281,-0.1,-1.448,1.041
6,idle,580,0.07739,-0.01035,1.00478,-1.37,1.474,-1.136
6,idle,600,0.04502,0.02046,0.98973,-1.175,-0.272,-0.36
6,idle,620,0.08039,-0.01313,1.00088,-3.895,-0.198,0.092
6,idle,640,0.04915,0.02576,0.97711,-0.951,-1.408,0.499
6,idle,660,0.05419,-0.02635,0.99749,0.277,1.232,0.95
6,idle,680,0.06011,0.0417,1.01088,1.008,-0.981,0.283
6,idle,700,0.02785,-0.00375,0.99425,-1.242,-0.849,2.599
6,idle,720,0.07963,0.04054,0.9947,-0.806,1.116,-0.113
6,idle,740,0.05587,0.01649,1.01403,-0.281,-0.792,0.538
6,idle,760,0.03695,-0.06352,0.99,-0.654,-1.246,-0.815
6,idle,780,0.04666,0.0122,1.00259,-0.503,2.441,1.815
6,idle,800,0.05732,0.01214,0.99691,2.98,-2.109,-0.371
6,idle,820,0.02792,-0.00703,0.97769,2.367,-2.036,-1.849
6,idle,840,0.04588,-0.00472,1.00924,0.408,0.945,0.864
6,idle,860,0.06302,0.02916,0.99051,0.402,-0.716,0.642
6,idle,880,0.0302,-0.00861,1.02545,-0.001,-0.823,0.054
6,idle,900,0.04182,-0.02451,0.99824,0.161,1.803,2.085
6,idle,920,0.07359,-0.00585,0.99173,-1.426,0.93,-1.468
6,idle,940,0.05481,0.02859,0.99581,1.161,-0.885,-0.213
6,idle,960,0.0187,0.03532,0.99067,-0.226,1.952,1.704
6,idle,980,0.05896,0.01513,1.03078,0.618,-4.35,-1.304
7,idle,0,-0.10319,-0.04946,1.02186,-0.007,-1.604,2.25
7,idle,20,-0.17858,0.05144,1.00299,2.728,-1.187,-0.731
7,idle,40,-0.12619,-0.06085,1.00872,0.783,0.14,0.506
7,idle,60,-0.12889,0.01697,0.98607,2.095,-0.289,1.147
7,idle,80,-0.08274,-0.02737,1.0424,2.167,0.747,-3.277
7,idle,100,-0.07914,-0.03921,1.0101,-0.848,-0.677,-2.734
7,idle,120,-0.11711,-0.03101,0.98601,-0.555,-1.412,0.844
7,idle,140,-0.14678,-0.07136,0.98393,-0.119,1.326,-0.561
7,idle,160,-0.10233,-0.05523,1.00491,-2.409,-0.199,-1.649
7,idle,180,-0.12895,-0.05983,0.98631,-0.226,-0.936,0.443
7,idle,200,-0.12364,0.02107,0.97719,-0.912,-1.371,0.127
7,idle,220,-0.12187,-0.04579,1.00469,-1.627,2.104,2.084
7,idle,240,-0.11996,0.04607,1.00902,2.189,1.469,1.602
7,idle,260,-0.09413,0.01647,0.99143,-0.94,-2.249,2.34
7,idle,280,-0.1091,-0.00212,0.99544,-1.041,-1.309,-1.939
7,idle,300,-0.09651,-0.03657,1.0045,2.239,2.31,0.135
7,idle,320,-0.09489,-0.06212,1.00517,0.424,-1.803,1.629
7,idle,340,-0.1054,0.04851,1.02244,1.962,0.016,-0.802
7,idle,360,-0.10818,0.00256,1.02894,0.116,-2.233,0.883
7,idle,380,-0.12722,-0.01709,0.98461,-2.741,0.59,0.358
7,idle,400,-0.11886,-0.03829,1.01692,-0.298,0.771,0.93
7,idle,420,-0.09736,0.02282,0.97289,-1.631,-1.064,-2.71
7,idle,440,-0.1285,-0.01244,0.96686,-0.149,-0.142,0.482
7,idle,460,-0.07941,-0.03028,1.01787,1.148,-1.528,-1.023
7,idle,480,-0.06097,0.03517,1.02683,2.197,-1.301,-0.596
7,idle,500,-0.13315,0.01449,1.00047,-0.273,1.066,0.482
7,idle,520,-0.11243,0.03068,0.97188,-0.088,-1.554,-0.01
7,idle,540,-0.12175,-0.00426,0.98798,-0.806,-0.66,1.669
7,idle,560,-0.10874,0.03842,0.97806,1.349,1.149,-1.955
7,idle,580,-0.09093,0.0355,1.00394,-0.426,1.372,0.826
7,idle,600,-0.14551,-0.01116,0.99829,-2.461,1.721,1.605
7,idle,620,-0.12286,0.03389,0.9654,-0.378,-0.166,-0.891
7,idle,640,-0.09492,0.00183,1.02598,-1.687,2.675,0.499
7,idle,660,-0.12028,0.02843,0.9929,-0.278,-1.362,0.394
